title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
The Killing,1956,Stanley Kubrick,85,"Sterling Hayden, Coleen Gray, Vince Edwards",Americana  •  Comedy Drama  •  Drama,7.9,320000,0,NA
Fanny and Alexander,1982,Ingmar Bergman,188,"Ewa Fröling, Gunn Wållgren, Jan Malmsjö",Based-on-20th-Century-Literature  •  Caper  •  Crime Thriller,8.1,6000000,6800000,13.333333333333334
Bringing Up Baby,1938,Howard Hawks,102,"Katharine Hepburn, Cary Grant, Charles Ruggles",Childhood Drama  •  Drama  •  Family Drama,7.8,1073000,0,NA
Sullivan's Travels,1941,Preston Sturges,90,"Joel McCrea, Veronica Lake, Robert Warwick",Comedy  •  Romance  •  Romantic Comedy,7.9,700000,1200000,71.42857142857143
Unforgiven,1992,Clint Eastwood,131,"Clint Eastwood, Gene Hackman, Frances Fisher",Comedy  •  Road Movie  •  Romance,8.2,14400000,159157447,1005.2600486111111
Butch Cassidy and the Sundance Kid,1969,George Roy Hill,110,"Paul Newman, Robert Redford, Strother Martin",Outlaw  •  Prostitution Film  •  Revenge Film,8,6000000,102308889,1605.1481500000002
A Fistful of Dollars,1964,Sergio Leone,99,"Clint Eastwood, Marianne Koch, Wolfgang Lukschy",Buddy Film  •  New Hollywood  •  Outlaw,7.9,200000,14500000,7150
Once Upon a Time in the West,1968,Sergio Leone,165,"Charles Bronson, Gabriele Ferzetti, Henry Fonda",Action  •  Foreign Language Film  •  Outlaw,8.5,5000000,5380118,7.60236
Rebecca,1940,Alfred Hitchcock,130,"Laurence Olivier, Joan Fontaine, George Sanders",Ensemble Film  •  Epic  •  Revenge Film,8.1,0,0,NA
The Wizard of Oz,1939,Victor Fleming,101,"Judy Garland, Frank Morgan, Ray Bolger",Based-on-20th-Century-Literature  •  Film Noir  •  Gothic Film,8.1,2777000,33754967,1115.519157364062
Rio Bravo,1959,Howard Hawks,141,"John Wayne, Angie Dickinson, Dean Martin",Adventure  •  Based-on-19th-Century-Literature  •  Based-on-Theatre,8,1200000,5750000,379.16666666666663
Iron Man,2008,Jon Favreau,126,"Robert Downey Jr., Gwyneth Paltrow, Shaun Toub",Buddy Film  •  Traditional Western  •  Western,7.9,140000000,585174222,317.98158714285717
Brief Encounter,1945,David Lean,86,"Celia Johnson, Trevor Howard, Stanley Holloway",Action  •  Based-on-Comics  •  Cyborg / Android / Robot,8,0,0,NA
"Paris, Texas",1984,Wim Wenders,147,"Harry Dean Stanton, Dean Stockwell, Nastassja Kinski",Based-on-Theatre  •  Drama  •  Romance,8.1,1750000,2181987,24.68497142857143
Ran,1985,Akira Kurosawa,162,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",Drama  •  New German Cinema  •  Road Movie,8.2,0,0,NA
Laura,1944,Otto Preminger,88,"Gene Tierney, Dana Andrews, Clifton Webb",Action  •  Based-on-Shakespeare  •  Drama,7.9,0,0,NA
To Be or Not to Be,1942,Ernst Lubitsch,99,"Carole Lombard, Jack Benny, Robert Stack",Crime Thriller  •  Crime  •  Detective Film,8.1,1200000,1500000,25
The Prestige,2006,Christopher Nolan,130,"Hugh Jackman, Christian Bale, Michael Caine",Comedy  •  Farce  •  Satire,8.5,40000000,109676311,174.1907775
The Best Years of Our Lives,1946,William Wyler,172,"Fredric March, Dana Andrews, Harold Russell",Mindbender  •  Period Film  •  Psychological Thriller,8.1,2100000,23650000,1026.1904761904764
Annie Hall,1977,Woody Allen,93,"Woody Allen, Diane Keaton, Tony Roberts",Americana  •  Based-on-20th-Century-Literature  •  Drama,7.9,4000000,38288028,857.2006999999999
For a Few Dollars More,1965,Sergio Leone,132,"Clint Eastwood, Lee Van Cleef, Klaus Kinski",Comedy of Manners  •  Comedy  •  New Hollywood,8.2,600000,15000000,2400
Stalag 17,1953,Billy Wilder,120,"Robert Strauss, Harvey Lembeck, Otto Preminger",Foreign Language Film  •  Spaghetti Western  •  Western,7.9,1661530,0,NA
Mr. Smith Goes to Washington,1939,Frank Capra,129,"James Stewart, Jean Arthur, Claude Rains",Comedy Drama  •  Drama  •  Ensemble Film,8.1,1500000,9600000,540
Chungking Express,1994,Wong Kar-Wai,98,"Brigitte Lin, Tony Leung Chiu Wai, Faye Wong",Americana  •  Comedy Drama  •  Drama,7.9,160000,0,NA
Duck Soup,1933,Leo McCarey,68,"Harpo Marx, Groucho Marx, Chico Marx",Drama  •  Foreign Language Film  •  Romance,7.7,0,0,NA
Lawrence of Arabia,1962,David Lean,227,"Peter O'Toole, Alec Guinness, Anthony Quinn",Absurd Comedy  •  Comedy  •  Farce,8.3,15000000,69995385,366.6359
Witness for the Prosecution,1957,Billy Wilder,116,"Tyrone Power, Marlene Dietrich, Charles Laughton",Adventure Drama  •  Adventure  •  Based-on-a-True-Story,8.4,0,0,NA
Andrei Rublev,1966,Andrei Tarkovsky,205,"Anatoli Solonitsyn, Ivan Lapikov, Nikolai Grinko",Based-on-20th-Century-Literature  •  Courtroom Drama  •  Crime Drama,8,0,24173,NA
Back to the Future Part II,1989,Robert Zemeckis,108,"Michael J. Fox, Christopher Lloyd, Lea Thompson",Based-on-a-True-Story  •  Biopic  •  Epic,7.8,40000000,332000000,730
The Sting,1973,George Roy Hill,129,"Paul Newman, Robert Redford, Robert Shaw",Adventure  •  Adventure Comedy  •  Comedy,8.3,5500000,159616327,2802.115036363636
Charade,1963,Stanley Donen,113,"James Coburn, Cary Grant, Audrey Hepburn",Buddy Film  •  Comedy  •  Con Artist / Hustler,7.8,4000000,13475000,236.875
The Kid,1921,Charles Chaplin,68,"Charles Chaplin, Jackie Coogan",Comedy Thriller  •  Comedy  •  Mystery,8.2,65000000,110317580,69.71935384615384
All the President's Men,1976,Alan J. Pakula,138,"Jason Robards, Hal Holbrook, Jack Warden",Drama  •  Silent Film,7.9,8500000,70600000,730.5882352941177
Dog Day Afternoon,1975,Sidney Lumet,125,"Al Pacino, John Cazale, Charles Durning",Based-on-a-True-Story  •  Docudrama  •  Drama,8,1800000,46665856,2492.5475555555554
City of God,2002,"Fernando Meirelles, Kátia Lund",130,"Leandro Firmino da Hora, Matheus Nachtergaele, Seu Jorge",Based-on-a-True-Story  •  Caper  •  Crime Drama,8.6,3300000,30641770,828.5384848484849
Django Unchained,2012,Quentin Tarantino,165,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",Based-on-20th-Century-Literature  •  Coming-of-Age  •  Crime Drama,8.5,100000000,425368238,325.36823799999996
The Battle of Algiers,1966,Gillo Pontecorvo,121,"Brahim Hadjadj, Jean Martin, Yacef Saadi",Drama  •  Revenge Film  •  Revisionist Western,8.1,800000,964028,20.5035
The Hidden Fortress,1958,Akira Kurosawa,139,"Toshirô Mifune, Minoru Chiaki, Kamatari Fujiwara",Docudrama  •  Drama  •  Foreign Language Film,8,0,57673,NA
Breathless,1960,Jean-Luc Godard,90,"Jean-Paul Belmondo, Jean Seberg",Adventure  •  Costume Adventure  •  Foreign Language Film,7.7,8,10,25
WALL·E,2008,Andrew Stanton,98,"Fred Willard, Jeff Garlin, Ben Burtt",Crime Drama  •  Crime  •  Drama,8.4,180000000,521311860,189.6177
The Graduate,1967,Mike Nichols,105,"Dustin Hoffman, Anne Bancroft, Katharine Ross",Adventure Comedy  •  Animation  •  Comedy,8,3000000,104945305,3398.1768333333334
Metropolis,1927,Fritz Lang,153,"Alfred Abel, Heinrich George, Fritz Alberti",Comedy Drama  •  Comedy of Manners  •  Coming-of-Age,8.3,5300000,1350322,-74.52222641509434
The Shop Around the Corner,1940,Ernst Lubitsch,99,"Margaret Sullavan, James Stewart, Frank Morgan",Cyberpunk / Tech Noir  •  Cyborg / Android / Robot  •  Dystopian Film,8,500000,0,NA
Willy Wonka & the Chocolate Factory,1971,Mel Stuart,100,"Jack Albertson, Julie Dawn Cole, Gene Wilder",Comedy  •  Drama  •  Romance,7.8,0,0,NA
The Great Escape,1963,John Sturges,172,"Steve McQueen, Richard Attenborough, Charles Bronson",Adventure  •  Based-on-20th-Century-Literature  •  Coming-of-Age,8.2,4000000,11700000,192.5
The King of Comedy,1982,Martin Scorsese,109,"Robert De Niro, Jerry Lewis, Diahnne Abbott",Adventure  •  Based-on-20th-Century-Literature  •  Based-on-a-True-Story,7.8,19000000,2536000,-86.65263157894736
E.T.: The Extra-Terrestrial,1982,Steven Spielberg,115,"Dee Wallace, Henry Thomas, Peter Coyote",Black Comedy  •  New Hollywood  •  Showbiz Comedy,7.9,10500000,792965500,7452.052380952381
The Long Goodbye,1973,Robert Altman,112,"Elliott Gould, Nina Van Pallandt, Henry Gibson",Adventure Drama  •  Adventure  •  Drama,7.5,0,0,NA
The Life and Death of Colonel Blimp,1943,"Michael Powell, Emeric Pressburger",163,"Roger Livesey, Deborah Kerr, Anton Walbrook",Based-on-20th-Century-Literature  •  Crime Thriller  •  Crime,8,0,0,NA
The Hustler,1961,Robert Rossen,134,"Paul Newman, Jackie Gleason, Piper Laurie",Costume Romance  •  Drama  •  Period Film,7.9,2000000,7600000,280
12 Monkeys,1995,Terry Gilliam,129,"Bruce Willis, Madeleine Stowe, Brad Pitt",Addiction Drama  •  Con Artist / Hustler  •  Drama,8,29000000,168841459,482.2119275862069
Scarface,1983,Brian De Palma,170,"Al Pacino, Mary Elizabeth Mastrantonio, Michelle Pfeiffer",Cyberpunk / Tech Noir  •  Dystopian Film  •  Mindbender,8.3,25000000,66023329,164.093316
To Kill a Mockingbird,1962,Robert Mulligan,129,"Gregory Peck, Mary Badham, Phillip Alford",Crime Drama  •  Crime Thriller  •  Crime,8.3,2000000,13129846,556.4923
The Incredibles,2004,Brad Bird,115,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson",Based-on-20th-Century-Literature  •  Childhood Drama  •  Courtroom Drama,8,92000000,631442092,586.3501
American Beauty,1999,Sam Mendes,122,"Kevin Spacey, Annette Bening, Thora Birch",Action Comedy  •  Action  •  Adventure,8.3,15000000,356296601,2275.3106733333334
Mad Max: Fury Road,2015,George Miller,120,"Tom Hardy, Charlize Theron, Nicholas Hoult",Comedy Drama  •  Coming-of-Age  •  Drama,8.1,150000000,378858340,152.57222666666667
The Wild Bunch,1969,Sam Peckinpah,145,"William Holden, Robert Ryan, Edmond O'Brien",Action Thriller  •  Action  •  Carsploitation,7.9,6244087,638641,-89.77206755767496
Braveheart,1995,Mel Gibson,177,"Mel Gibson, Patrick McGoohan, Angus MacFadyen",Action  •  New Hollywood  •  Outlaw,8.3,72000000,213216216,196.13363333333334
Dial M for Murder,1954,Alfred Hitchcock,105,"Ray Milland, Grace Kelly, Robert Cummings",Adventure Drama  •  Adventure  •  Based-on-a-True-Story,8.2,1400000,3000000,114.28571428571428
Ugetsu,1953,Kenji Mizoguchi,94,"Masayuki Mori, Machiko Kyô, Kinuyo Tanaka",Based-on-Theatre  •  Crime Thriller  •  Crime,8.1,0,0,NA
The Lady Vanishes,1938,Alfred Hitchcock,97,"Margaret Lockwood, Michael Redgrave, Paul Lukas",Costume Romance  •  Drama  •  Fantasy,7.7,0,0,NA
Army of Shadows,1969,Jean-Pierre Melville,145,"Lino Ventura, Jean-Pierre Cassel, Simone Signoret",Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,8.1,0,906133,NA
Grave of the Fireflies,1988,Isao Takahata,89,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara",Drama  •  Foreign Language Film  •  French New Wave,8.5,0,0,NA
The French Connection,1971,William Friedkin,104,"Gene Hackman, Fernando Rey, Roy Scheider",Animation  •  Anime  •  Drama,7.7,1800000,41200000,2188.888888888889
Bride of Frankenstein,1935,James Whale,75,"Boris Karloff, Elsa Lanchester, Colin Clive",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,7.8,393750,2000000,407.9365079365079
Young Frankenstein,1974,Mel Brooks,106,"Gene Wilder, Peter Boyle, Marty Feldman",Based-on-19th-Century-Literature  •  Gothic Film  •  Horror,8,2800000,86273333,2981.1904642857144
The Bridge on the River Kwai,1957,David Lean,161,"William Holden, Jack Hawkins, Sessue Hayakawa",Based-on-19th-Century-Literature  •  Comedy  •  Gothic Film,8.1,3000000,44908000,1396.9333333333334
Sanjuro,1962,Akira Kurosawa,96,"Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi",Based-on-20th-Century-Literature  •  Drama  •  Ensemble Film,8,0,0,NA
Woman in the Dunes,1964,Hiroshi Teshigahara,123,"Eiji Okada, Kyoko Kishida, Hiroko Ito",Action  •  Adventure  •  Costume Adventure,8.5,0,0,NA
A Face in the Crowd,1957,Elia Kazan,125,"Andy Griffith, Anthony Franciosa, Patricia Neal",Avant-garde / Experimental  •  Based-on-20th-Century-Literature  •  Drama,8.2,0,0,NA
My Man Godfrey,1936,Gregory La Cava,94,"William Powell, Carole Lombard, Alice Brady",Drama  •  Media Satire  •  Satire,7.9,575375,684200,18.913751900934173
Miller's Crossing,1990,Joel & Ethan Coen,120,"Gabriel Byrne, Albert Finney, John Turturro",Comedy of Manners  •  Comedy  •  Romance,7.7,14000000,5080409,-63.71136428571429
Finding Nemo,2003,Andrew Stanton,100,"Albert Brooks, Ellen DeGeneres, Alexander Gould",Crime Drama  •  Crime Thriller  •  Crime,8.2,94000000,940335536,900.3569531914893
Black Narcissus,1947,"Michael Powell, Emeric Pressburger",100,"Deborah Kerr, Flora Robson, Jean Simmons",Adventure  •  Adventure Comedy  •  Animation,7.7,424000,0,NA
Barry Lyndon,1975,Stanley Kubrick,184,"Ryan O'Neal, Marisa Berenson, Patrick Magee",Based-on-20th-Century-Literature  •  Drama  •  Melodrama,8.1,11000000,260131,-97.63517272727272
Airplane!,1980,"Jim Abrahams, David Zucker, Jerry Zucker",88,"Robert Hays, Julie Hagerty, Peter Graves",Based-on-19th-Century-Literature  •  Drama  •  Period Film,7.7,0,0,NA
The Sixth Sense,1999,M. Night Shyamalan,107,"Bruce Willis, Haley Joel Osment, Toni Collette",Absurd Comedy  •  Comedy  •  Ensemble Film,8.2,40000000,672800000,1582
Life of Brian,1979,Terry Jones,94,"Graham Chapman, John Cleese, Eric Idle",Childhood Drama  •  Drama  •  Ghost Film,8,4000000,20700000,417.5
Nausicaä of the Valley of the Wind,1984,Hayao Miyazaki,117,"Sumi Shimamoto, Ichirô Nagai, Mahito Tsujimura",Absurd Comedy  •  Based-on-Television  •  Comedy,8,1000000,9016411,801.6410999999999
The Goonies,1985,Richard Donner,114,"Sean Astin, Josh Brolin, Jeff Cohen",Adventure  •  Animation  •  Anime,7.7,19000000,61389680,223.10357894736842
Spirited Away,2001,Hayao Miyazaki,125,"Rumi Hîragi, Miyu Irino, Mari Natsuki",Adventure Comedy  •  Adventure  •  Comedy,8.6,19000000,274925095,1346.9741842105263
Kill Bill Vol. 2,2004,Quentin Tarantino,136,"Uma Thurman, Michael Madsen, Gordon Liu",Adventure  •  Animation  •  Anime,8,30000000,152159461,407.19820333333337
High Noon,1952,Fred Zinnemann,85,"Gary Cooper, Grace Kelly, Thomas Mitchell",Action Thriller  •  Action  •  Feminist Film,7.9,0,0,NA
Singin' in the Rain,1952,"Stanley Donen, Gene Kelly",103,"Gene Kelly, Donald O'Connor, Debbie Reynolds",Western,8.3,2540800,7200000,183.37531486146094
Oldboy,2003,Chan-wook Park,120,"Dal-su Oh, Min-sik Choi, Ji-tae Yu",Comedy  •  Jukebox Musical  •  Musical Comedy,8.3,30000000,5200000,-82.66666666666667
Predator,1987,John McTiernan,107,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo",Based-on-Comics  •  Based-on-Manga  •  Drama,7.8,15000000,98267558,555.1170533333333
The Avengers,2012,Joss Whedon,142,"Robert Downey Jr., Chris Evans, Chris Hemsworth",Action  •  Alien Invasion Films  •  Horror,8,220000000,1518815515,590.3706886363636
The Bourne Identity,2002,Doug Liman,119,"Matt Damon, Franka Potente, Chris Cooper",Action  •  Adventure  •  Alien Invasion Films,7.8,60000000,214034224,256.72370666666666
Children of Men,2006,Alfonso Cuarón,109,"Clive Owen, Julianne Moore, Michael Caine",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,7.9,76000000,70595464,-7.111231578947369
Paper Moon,1973,Peter Bogdanovich,102,"Ryan O'Neal, John Hillerman, Randy Quaid",Action Thriller  •  Action  •  Adventure Drama,8.1,2500000,30900000,1136
Pan's Labyrinth,2006,Guillermo del Toro,119,"Ivana Baquero, Sergi López, Maribel Verdú",Comedy Drama  •  Con Artist / Hustler  •  New Hollywood,8.2,19000000,83258226,338.2011894736842
The Green Mile,1999,Frank Darabont,188,"Tom Hanks, David Morse, James Cromwell",Drama  •  Fairy Tales and Legends  •  Fantasy,8.6,60000000,286801374,378.00229
Manhattan,1979,Woody Allen,96,"Woody Allen, Diane Keaton, Michael Murphy",Based-on-20th-Century-Literature  •  Drama  •  Fantasy,7.8,9000000,40194067,346.60074444444444
The Truman Show,1998,Peter Weir,103,"Jim Carrey, Laura Linney, Noah Emmerich",Comedy Drama  •  Comedy of Manners  •  Drama,8.2,60000000,264100000,340.1666666666667
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,131,"Elizabeth Taylor, Richard Burton, George Segal",Comedy Drama  •  Drama  •  Media Satire,8,7500000,33736689,349.82252
A Man Escaped,1956,Robert Bresson,99,"François Leterrier, Charles Le Clainche, Maurice Beerblock",Based-on-Theatre  •  Drama  •  Marriage Drama,8.2,0,0,NA
There Will Be Blood,2007,Paul Thomas Anderson,158,"Daniel Day-Lewis, Colleen Foy, Russell Harvard",Docudrama  •  Drama  •  Escape Film,8.2,25000000,77208711,208.83484399999998
Ocean's Eleven,2001,Steven Soderbergh,116,"George Clooney, Matt Damon, Andy Garcia",Based-on-20th-Century-Literature  •  Drama  •  Family Drama,7.7,85000000,450717150,430.2554705882353
White Heat,1949,Raoul Walsh,114,"James Cagney, Virginia Mayo, Edmond O'Brien",Caper  •  Comedy  •  Crime Comedy,8.1,1300000,3483000,167.92307692307693
Stagecoach,1939,John Ford,96,"John Wayne, Claire Trevor, Thomas Mitchell",Crime Thriller  •  Crime  •  Film Noir,7.8,0,0,NA
Late Spring,1949,Yasujirô Ozu,108,"Setsuko Hara, Haruko Sugimura, Chishu Ryu",Action  •  Adventure Drama  •  Adventure,8.2,0,0,NA
"O Brother, Where Art Thou?",2000,Joel & Ethan Coen,107,"George Clooney, John Turturro, Tim Blake Nelson",Drama  •  Family Drama  •  Foreign Language Film,7.7,26000000,71900000,176.53846153846155
